ghi,air_temp,,
780.4,28.96,6820,1
885,31.62,6821,1
930,34.5,6822,1
918,35.6,6823,1
849,35.5,6824,1
732.9,36.18,6825,1
578.5,35.84,6826,1
407.5,35.32,6827,1
226.5,33.16,6828,1
55.08,30.66,6829,1
10.75,16.3,6830,1
176.4,19.86,6831,1
364.4,21.06,6832,1
561.3,24.28,6833,1
744.5,26.92,6834,1
570.5,28.7,6835,1
935,30.62,6836,1
951,34.18,6837,1
921,35.16,6838,1
836,37,6839,1
702.9,37.3,6840,1
549.9,37.62,6841,1
273.9,37.16,6842,1
167,34.1,6843,1
12.52,30.9,6844,1
15.61,15.7,6845,1
91.5,16.4,6846,1
137,18.42,6847,1
619.2,21.5,6848,1
766.5,24.3,6849,1
879,27.28,6850,1
938,31.04,6851,1
940,32.6,6852,1
891,34.88,6853,1
786.5,34.38,6854,1
634,34.28,6855,1
458.1,35,6856,1
272.6,33.8,6857,1
95.8,30.9,6858,1
4.39,17.36,6859,1
164,19.72,6860,1
331,23.72,6861,1
502.3,26.3,6862,1
667.4,28.26,6863,1
802,30.4,6864,1
888,32.52,6865,1
922,32.54,6866,1
841,33.7,6867,1
716.9,34.68,6868,1
639.8,34.66,6869,1
433.1,34.7,6870,1
275.8,33.7,6871,1
105.4,33,6872,1
27.01,31.8,6873,1
60.56,22.1,6874,1
219.9,24.9,6875,1
406.7,27.4,6876,1
580.6,29.06,6877,1
725.3,32.44,6878,1
842,33.86,6879,1
904,34.82,6880,1
911,35.4,6881,1
859,36.88,6882,1
751.9,37.24,6883,1
608.8,37.44,6884,1
446.4,37.18,6885,1
359.8,35.2,6886,1
116.3,33.18,6887,1
1.36,19.5,6888,1
73.04,20.6,6889,1
144.3,21.14,6890,1
270.1,23,6891,1
742.4,25.4,6892,1
792.9,28.1,6893,1
819,30.9,6894,1
905,33.46,6895,1
889,33.28,6896,1
811,34.7,6897,1
683.4,35.34,6898,1
526.1,35.32,6899,1
352.1,33.62,6900,1
185.5,30.1,6901,1
38.82,27.1,6902,1
52.21,16.6,6903,1
220.7,19.4,6904,1
421.6,22.38,6905,1
602.3,24,6906,1
743.3,25.28,6907,1
861,27.1,6908,1
792.8,28.6,6909,1
1208,30.04,6910,1
964,30.86,6911,1
786.9,31.94,6912,1
637.4,30.8,6913,1
464.2,29.46,6914,1
278.7,26.7,6915,1
103.8,24.2,6916,1
1.91,12.5,6917,1
144,14.14,6918,1
335,16.8,6919,1
524.4,19.04,6920,1
691,20.9,6921,1
832,22.6,6922,1
920,24.94,6923,1
960,26.94,6924,1
939,28.36,6925,1
863,30.28,6926,1
518.9,30.94,6927,1
613.8,29.8,6928,1
371.7,29.6,6929,1
182.8,28.82,6930,1
18.18,25.34,6931,1
71.31,13.38,6932,1
245.7,16.8,6933,1
443.4,18.58,6934,1
624.8,20.42,6935,1
781.1,24.22,6936,1
894,25.54,6937,1
957,28.2,6938,1
961,30.46,6939,1
894,32.1,6940,1
784.2,32.12,6941,1
634.9,33.3,6942,1
455,32.52,6943,1
269,31.8,6944,1
90.1,29.7,6945,1
7.38,14.3,6946,1
180.1,16.9,6947,1
367.2,19.3,6948,1
552,21.2,6949,1
717.8,24.12,6950,1
841,27.32,6951,1
923,28.88,6952,1
945,30.6,6953,1
912,31.7,6954,1
827,32.76,6955,1
689.9,32.34,6956,1
521.8,32.64,6957,1
338.4,31.96,6958,1
151.5,30.14,6959,1
2.19,26.2,6960,1
104.5,14.6,6961,1
286.7,17.8,6962,1
474.7,20.1,6963,1
647.8,23,6964,1
794.1,25.46,6965,1
894,28.12,6966,1
942,30.9,6967,1
928,31.94,6968,1
859,32.3,6969,1
733,32.7,6970,1
575.1,33.58,6971,1
395.9,32.5,6972,1
211,31.5,6973,1
43.08,28.1,6974,1
38,14.8,6975,1
217.5,20.1,6976,1
413.6,24.16,6977,1
586.9,26.06,6978,1
751.3,28,6979,1
871,29.48,6980,1
939,31.7,6981,1
951,32.78,6982,1
898,34.2,6983,1
785.2,34.58,6984,1
643.9,34.9,6985,1
478.3,34.4,6986,1
291.2,34.1,6987,1
105.3,33.1,6988,1
3.79,15.58,6989,1
159.1,19.14,6990,1
349.1,24.4,6991,1
534.3,27.72,6992,1
699.9,30.28,6993,1
839,31.84,6994,1
923,34.4,6995,1
949,36.32,6996,1
910,37.72,6997,1
822,39.18,6998,1
682,39.02,6999,1
519.3,38.5,7000,1
337.4,38.8,7001,1
152.5,37.6,7002,1
3.32,35.26,7003,1
100.2,20.6,7004,1
280.1,25.02,7005,1
472.9,28.52,7006,1
646.8,32.72,7007,1
791.5,34.82,7008,1
895,36.42,7009,1
934,38.2,7010,1
926,40.04,7011,1
844,40.9,7012,1
726.5,40.96,7013,1
563.5,41.1,7014,1
381.8,40.9,7015,1
188.5,39.9,7016,1
37.94,38.46,7017,1
47.14,18.7,7018,1
211,22.06,7019,1
413.4,23.6,7020,1
576.6,26.36,7021,1
735.1,29.46,7022,1
838,32.12,7023,1
899,35.14,7024,1
899,36.24,7025,1
821,37.2,7026,1
711.5,39.12,7027,1
574.1,40.2,7028,1
463.3,39.1,7029,1
96.3,37.62,7030,1
47.12,34.2,7031,1
4.17,20.5,7032,1
56.53,20.4,7033,1
106.3,21.1,7034,1
224,23.78,7035,1
498.4,27.66,7036,1
271.6,29.4,7037,1
339.9,29.5,7038,1
832,31.92,7039,1
1115,35.42,7040,1
306.7,34.2,7041,1
351.3,35.94,7042,1
192.8,34.7,7043,1
259.7,32.7,7044,1
86.9,29.66,7045,1
1.16,17.5,7046,1
136.7,18.3,7047,1
300.1,20.1,7048,1
476.4,22,7049,1
634,23.8,7050,1
771.5,26.2,7051,1
862,27.9,7052,1
890,28.04,7053,1
860,30.1,7054,1
772.7,31.4,7055,1
634.4,33.82,7056,1
468.2,33,7057,1
280.8,32.8,7058,1
106.9,30.98,7059,1
1.52,27.6,7060,1
14.36,16.74,7061,1
279.9,18.2,7062,1
464.4,20.42,7063,1
630.3,22.14,7064,1
774.6,24.02,7065,1
871,28.2,7066,1
916,29.58,7067,1
893,31.42,7068,1
821,33.24,7069,1
548.4,33.2,7070,1
489,33.4,7071,1
198.2,33.7,7072,1
158.6,31.2,7073,1
16.91,27.5,7074,1
82.4,15.58,7075,1
258.9,17.5,7076,1
449.8,19.02,7077,1
622.5,21.12,7078,1
765.9,23.92,7079,1
860,25.7,7080,1
911,27.5,7081,1
899,30.4,7082,1
834,30.72,7083,1
720.2,33.12,7084,1
558.8,31.66,7085,1
380,31.38,7086,1
197,29.12,7087,1
27.52,25.42,7088,1
39.06,15.3,7089,1
274.8,17.3,7090,1
463.2,19.14,7091,1
603,20.86,7092,1
755.5,23.6,7093,1
796.7,24.54,7094,1
701.6,25,7095,1
336.3,24.8,7096,1
295.7,23.92,7097,1
351.7,26.84,7098,1
137.5,25.3,7099,1
229.8,26.04,7100,1
218.6,24.56,7101,1
28.27,22.46,7102,1
51.61,13.1,7103,1
232,16.94,7104,1
418.6,19.5,7105,1
596.7,22.74,7106,1
756.5,23.8,7107,1
867,27.2,7108,1
926,28.6,7109,1
918,30.56,7110,1
867,31.98,7111,1
747.6,32.7,7112,1
591.6,33.28,7113,1
423,33.56,7114,1
247.3,32.84,7115,1
47.75,31.42,7116,1
18.72,17.3,7117,1
204.7,21.36,7118,1
334.1,23.4,7119,1
310.1,26,7120,1
308.3,27.7,7121,1
763.2,29.18,7122,1
421.4,29.8,7123,1
451.4,31.2,7124,1
519.6,31.38,7125,1
326.4,32.44,7126,1
348.5,31.76,7127,1
115,30.86,7128,1
74.47,29.68,7129,1
20.04,28.02,7130,1
28.44,19.9,7131,1
152.6,19.6,7132,1
331.3,20.66,7133,1
277.2,25.08,7134,1
392.8,25.78,7135,1
509.9,26.5,7136,1
886,29.34,7137,1
923,29.7,7138,1
846,32.28,7139,1
775.5,33,7140,1
524.3,32.66,7141,1
418.2,32.7,7142,1
212.9,31.3,7143,1
46.51,28.4,7144,1
27.76,14.8,7145,1
182.9,16.8,7146,1
369.5,19.1,7147,1
549.2,22.2,7148,1
696.3,24.1,7149,1
803,25.82,7150,1
863,28.02,7151,1
859,29.48,7152,1
806,31.4,7153,1
696.2,31.5,7154,1
540.8,31.7,7155,1
375.1,31.34,7156,1
188.1,30.5,7157,1
27.02,27,7158,1
36.55,14.2,7159,1
213.5,17.6,7160,1
403.9,20.1,7161,1
589,24.08,7162,1
742.1,26.38,7163,1
858,28.6,7164,1
906,31.28,7165,1
887,32.5,7166,1
830,33.5,7167,1
711.3,35.2,7168,1
581.5,35.44,7169,1
390.8,35.5,7170,1
194.9,34.66,7171,1
38.09,30.44,7172,1
68.33,16.7,7173,1
227.7,18.8,7174,1
445.3,20.7,7175,1
625.8,24.12,7176,1
795.4,25.76,7177,1
865,27.5,7178,1
906,28.42,7179,1
894,30.3,7180,1
841,31.3,7181,1
731.1,31.64,7182,1
481.8,31.1,7183,1
183.6,28.8,7184,1
97.8,26.9,7185,1
10.17,24.28,7186,1
89,15.5,7187,1
269.8,18.2,7188,1
461.7,20.12,7189,1
639,21.4,7190,1
779.9,24.42,7191,1
871,27.12,7192,1
909,29.72,7193,1
892,31.68,7194,1
811,32.76,7195,1
683.3,32.6,7196,1
519.9,31.7,7197,1
343,31.4,7198,1
151,29.5,7199,1
2.95,26.2,7200,1
112.3,15.78,7201,1
299.1,19.78,7202,1
486,22.22,7203,1
652.6,25.36,7204,1
787.4,27.4,7205,1
879,29.58,7206,1
911,30.8,7207,1
880,31.6,7208,1
794,32.36,7209,1
662.3,34.12,7210,1
494.1,32.1,7211,1
312.7,32.5,7212,1
126,30.72,7213,1
4.35,14.8,7214,1
145.7,16.7,7215,1
336.6,20.7,7216,1
521.5,22.78,7217,1
684.9,25.44,7218,1
812,27.36,7219,1
889,29.7,7220,1
906,30.9,7221,1
869,32.42,7222,1
772.2,33.68,7223,1
625.8,32.7,7224,1
454.1,32.1,7225,1
270.2,30.7,7226,1
90.7,28.3,7227,1
8.85,14.5,7228,1
193.6,16.8,7229,1
382.4,18.5,7230,1
564.7,20.34,7231,1
721.6,23.7,7232,1
841,25.32,7233,1
908,27.94,7234,1
913,30.3,7235,1
858,32.06,7236,1
753.9,32.84,7237,1
596.8,32.76,7238,1
419,32.58,7239,1
226,31.7,7240,1
44.09,30.46,7241,1
62.17,16.1,7242,1
259.5,20.64,7243,1
428.1,24.38,7244,1
625.2,26.6,7245,1
788.7,29.06,7246,1
889,32,7247,1
946,33.8,7248,1
1037,35.7,7249,1
605.3,35.7,7250,1
746.3,36.6,7251,1
551.9,36.96,7252,1
388.5,37.22,7253,1
180.6,35.6,7254,1
5.67,32.46,7255,1
123.4,17.18,7256,1
310.2,22.96,7257,1
509,27.92,7258,1
689.5,30.7,7259,1
833,33.26,7260,1
814,35.9,7261,1
937,36.7,7262,1
873,38.6,7263,1
767.3,39.26,7264,1
617.8,39.8,7265,1
504.6,39.3,7266,1
324.7,39,7267,1
154.5,37.7,7268,1
3.51,20.26,7269,1
171.3,21.96,7270,1
376.3,26.16,7271,1
557.8,31.3,7272,1
696.1,33.68,7273,1
836,35,7274,1
894,36.9,7275,1
907,38.7,7276,1
827,39.76,7277,1
736.1,40.1,7278,1
582.2,40.26,7279,1
401.6,40.1,7280,1
214.1,39.1,7281,1
38.55,36.8,7282,1
44.31,17.1,7283,1
226.3,19.3,7284,1
420.7,21.72,7285,1
595.3,24.5,7286,1
746.5,27.36,7287,1
855,29.34,7288,1
882,31.1,7289,1
911,32.4,7290,1
823,34.88,7291,1
688.5,35.84,7292,1
466.8,36.52,7293,1
348.2,35.84,7294,1
138.8,33.6,7295,1
2.23,29.62,7296,1
121.5,14.36,7297,1
322.1,16.8,7298,1
505.7,18.62,7299,1
684,22.8,7300,1
811,25.54,7301,1
889,28.26,7302,1
902,30.92,7303,1
859,32.36,7304,1
761.4,33.28,7305,1
614,33.8,7306,1
436.1,33.06,7307,1
256.4,32.4,7308,1
105.9,30.06,7309,1
30,13.4,7310,1
211.7,15.6,7311,1
410.3,17.5,7312,1
587.2,20.1,7313,1
740.4,22.76,7314,1
836,26.18,7315,1
864,27.3,7316,1
849,30.7,7317,1
767.6,30.46,7318,1
633.2,32.04,7319,1
480.9,32.1,7320,1
265.9,30.6,7321,1
91.6,28.8,7322,1
1.73,25.48,7323,1
44.31,14,7324,1
136.7,15.7,7325,1
441.9,17.9,7326,1
630.1,20.9,7327,1
771,24.48,7328,1
855,26.82,7329,1
880,29.02,7330,1
834,30.38,7331,1
736.2,30.26,7332,1
589.1,31.68,7333,1
420.7,31.14,7334,1
246.7,30.86,7335,1
69.89,28.56,7336,1
25.85,12.5,7337,1
205.3,15.7,7338,1
398.9,17.88,7339,1
577.7,20.5,7340,1
723.9,24.74,7341,1
826,27.38,7342,1
875,30.1,7343,1
861,31.12,7344,1
785.6,32.38,7345,1
672.1,33.42,7346,1
514.8,33.5,7347,1
333.6,32.98,7348,1
147.4,31.76,7349,1
4.28,27.8,7350,1
128.2,16,7351,1
315.7,18.4,7352,1
501.2,20.3,7353,1
661.9,24.16,7354,1
787.1,27.2,7355,1
863,30.18,7356,1
876,31.6,7357,1
834,33.92,7358,1
762.7,35.22,7359,1
584.3,35.4,7360,1
406.9,34.7,7361,1
222.4,33.58,7362,1
39.69,31.76,7363,1
72.58,14.78,7364,1
258.4,19.8,7365,1
448.3,22.44,7366,1
617.4,24.92,7367,1
757.2,27.98,7368,1
847,31.08,7369,1
879,33.36,7370,1
852,34.6,7371,1
765.3,35.54,7372,1
628.2,36.28,7373,1
470.4,35.56,7374,1
288.7,35.4,7375,1
106.1,33.58,7376,1
6.08,16.14,7377,1
200.1,20.66,7378,1
376.8,24.7,7379,1
554.3,27.7,7380,1
704.9,30.12,7381,1
805,33.3,7382,1
858,34.62,7383,1
857,35.56,7384,1
787.9,37.16,7385,1
453.7,36.98,7386,1
523,37.76,7387,1
244.1,36.5,7388,1
69.34,34.72,7389,1
3.83,31.9,7390,1
148.2,20.7,7391,1
321.7,25.3,7392,1
500.1,28.3,7393,1
654.1,32,7394,1
771.2,33.9,7395,1
838,35,7396,1
845,36.24,7397,1
782.3,38.22,7398,1
702,38.56,7399,1
526.6,37.9,7400,1
399.5,37.8,7401,1
180.8,37.18,7402,1
12.34,34.86,7403,1
67.11,21.1,7404,1
267.2,25.4,7405,1
468.1,29.8,7406,1
584.5,32,7407,1
697.1,33.68,7408,1
802,36.6,7409,1
595.7,37.1,7410,1
680.1,37.78,7411,1
788.6,38.06,7412,1
336.7,36.4,7413,1
229.6,37.38,7414,1
98.7,35.88,7415,1
21.37,32.48,7416,1
27.06,19.1,7417,1
287.3,20.8,7418,1
340,21.6,7419,1
397.8,23.76,7420,1
253.7,25.46,7421,1
906,26.88,7422,1
864,28.48,7423,1
752.7,27.86,7424,1
360.4,28.78,7425,1
445.5,29.2,7426,1
434.4,29.72,7427,1
270.4,29.1,7428,1
82.3,27.5,7429,1
24.14,13.18,7430,1
220.4,16.7,7431,1
389.3,18.7,7432,1
557.1,21.1,7433,1
712.5,24.08,7434,1
820,26.16,7435,1
860,27.1,7436,1
828,28.3,7437,1
765.7,29.3,7438,1
632.8,30.3,7439,1
477.4,30.06,7440,1
281.6,30.5,7441,1
90.2,29.1,7442,1
5.67,15,7443,1
174.9,16.66,7444,1
366.1,21.62,7445,1
551.4,24.62,7446,1
701.5,26.64,7447,1
808,29.08,7448,1
856,30.6,7449,1
846,32,7450,1
760,33.2,7451,1
645,33.96,7452,1
485.6,33.48,7453,1
303.6,33.1,7454,1
115.5,32.6,7455,1
1.23,16.5,7456,1
156,18.68,7457,1
343.9,22.6,7458,1
523.5,24.8,7459,1
677.4,28.5,7460,1
784,29.6,7461,1
842,30.9,7462,1
840,32.3,7463,1
776.4,33.2,7464,1
657.5,34.22,7465,1
496.3,33.6,7466,1
307.1,32.96,7467,1
107.9,31,7468,1
4.25,14.82,7469,1
141,17.18,7470,1
338.3,18.96,7471,1
517,21.2,7472,1
669.7,23.88,7473,1
783.1,26.4,7474,1
844,27.86,7475,1
836,28.6,7476,1
769,30.12,7477,1
657.7,30.38,7478,1
501.1,29.38,7479,1
317.1,28.18,7480,1
131.6,25.3,7481,1
3.84,15.1,7482,1
149.3,16.1,7483,1
338.3,19.06,7484,1
515.8,20.9,7485,1
669.3,22.56,7486,1
780.2,24.8,7487,1
833,25.9,7488,1
826,26.04,7489,1
758.8,27.36,7490,1
645.6,28.02,7491,1
491.7,27.94,7492,1
306.3,27.5,7493,1
127.7,26.3,7494,1
3.17,10.62,7495,1
160.2,14.32,7496,1
354.7,18.2,7497,1
539.5,20.3,7498,1
693.1,22.5,7499,1
802,23.38,7500,1
855,25.2,7501,1
852,26.56,7502,1
770.2,27.76,7503,1
658.8,27.96,7504,1
494.5,27.86,7505,1
311.5,27.7,7506,1
117.7,25.66,7507,1
3.03,11.6,7508,1
177.2,14.32,7509,1
369.2,17.7,7510,1
551.6,19.56,7511,1
701.2,21.6,7512,1
809,23.06,7513,1
855,24.3,7514,1
839,26.32,7515,1
775.5,27.34,7516,1
651.7,27.96,7517,1
492.3,27.86,7518,1
294.8,27.7,7519,1
108,26.6,7520,1
16.45,12.74,7521,1
183.9,16.1,7522,1
361.8,19.2,7523,1
499.2,24.9,7524,1
698.7,27.78,7525,1
813,29.26,7526,1
864,30.3,7527,1
844,31.72,7528,1
760.9,31.78,7529,1
622.5,32.22,7530,1
455.5,32.28,7531,1
262.1,31.3,7532,1
85.4,30.42,7533,1
39.12,11.6,7534,1
229.5,17.8,7535,1
423.4,22.24,7536,1
599.5,25.3,7537,1
738.1,28.16,7538,1
829,30.7,7539,1
863,32.24,7540,1
828,33.7,7541,1
738.2,34.1,7542,1
591.5,34.38,7543,1
411.6,34.88,7544,1
222,33.98,7545,1
36.44,32,7546,1
62.43,16.82,7547,1
232.9,19.8,7548,1
428.9,25.1,7549,1
597.2,28.2,7550,1
742,30.72,7551,1
820,33.4,7552,1
847,35.1,7553,1
801,36,7554,1
694.3,37.3,7555,1
547.4,37.44,7556,1
364.9,37.62,7557,1
174.1,36.5,7558,1
5.1,34.18,7559,1
115.9,18.94,7560,1
305.7,24.1,7561,1
489.2,27.2,7562,1
642.8,30.1,7563,1
757.7,33,7564,1
817,35.4,7565,1
818,37.8,7566,1
754.5,38.9,7567,1
639.2,39.56,7568,1
481.5,39.3,7569,1
303.3,39.28,7570,1
120.6,38.1,7571,1
1.56,19.4,7572,1
139.4,22.64,7573,1
311.2,27,7574,1
502,29.4,7575,1
599.2,32.7,7576,1
680.2,35.26,7577,1
502.7,36,7578,1
798.9,38,7579,1
635.2,37.9,7580,1
574.4,40.02,7581,1
418.8,39.9,7582,1
294,39.9,7583,1
29.45,38.04,7584,1
19.54,21.56,7585,1
141,23.98,7586,1
334.2,28.7,7587,1
388,30.76,7588,1
556,32.2,7589,1
681.2,34.7,7590,1
764.3,36.7,7591,1
728.8,37.6,7592,1
593,37.4,7593,1
434.5,37.8,7594,1
320.3,37.9,7595,1
102.4,37.3,7596,1
6.29,33.14,7597,1
36.3,19,7598,1
105.7,20.3,7599,1
196.3,21.8,7600,1
295.5,23.3,7601,1
530.9,26.58,7602,1
613.1,28.46,7603,1
441.1,29.1,7604,1
414.8,29.18,7605,1
250.7,28.2,7606,1
153.7,28.1,7607,1
201,29.2,7608,1
36.32,29,7609,1
0.67,22.3,7610,1
46.49,24.6,7611,1
88.2,21.6,7612,1
162.7,22.7,7613,1
688.3,25.68,7614,1
640.7,29,7615,1
733.1,30.88,7616,1
710.1,32.16,7617,1
522,32.56,7618,1
180.9,31.7,7619,1
173.9,31.6,7620,1
113.2,31.74,7621,1
10.28,30.14,7622,1
40.08,16.7,7623,1
144.4,17.82,7624,1
222.2,18.7,7625,1
223.5,20.2,7626,1
616.3,22.1,7627,1
319.3,24.32,7628,1
374.1,24.2,7629,1
571.2,27.1,7630,1
181.2,26.72,7631,1
54.33,21.42,7632,1
57.3,19.9,7633,1
13.74,20,7634,1
5.65,15.6,7635,1
70.99,15.9,7636,1
68.24,16.68,7637,1
578.8,18.14,7638,1
709.4,20.7,7639,1
799.7,22.52,7640,1
648.5,23.12,7641,1
833,26.3,7642,1
575.2,25.84,7643,1
500.4,25.08,7644,1
158.7,23.3,7645,1
62.96,21.46,7646,1
4.27,19.52,7647,1
44.21,12.42,7648,1
319,16.18,7649,1
371.5,17.1,7650,1
360.4,20.16,7651,1
286.5,19.9,7652,1
474.8,21.06,7653,1
640.4,23.52,7654,1
503.7,22.9,7655,1
197.7,22.7,7656,1
189.3,22.4,7657,1
38.05,20.8,7658,1
15.5,18.88,7659,1
23.06,16.3,7660,1
202.8,17.8,7661,1
423.7,19.08,7662,1
607.8,19,7663,1
680.2,21,7664,1
763.9,22.74,7665,1
606.7,23.54,7666,1
748.6,24.7,7667,1
652.5,25.38,7668,1
511.9,25.38,7669,1
343.7,25.82,7670,1
159,24.7,7671,1
1.38,23.26,7672,1
135.6,12.24,7673,1
325.7,17.72,7674,1
506.2,20.9,7675,1
652.2,23.4,7676,1
754.1,24.94,7677,1
800,27.46,7678,1
782.6,29.92,7679,1
701.7,29.5,7680,1
576.8,29.9,7681,1
413.8,29.92,7682,1
229.6,29.98,7683,1
43.6,28.7,7684,1
72.29,13.5,7685,1
265.3,19.02,7686,1
442.3,21.62,7687,1
601.9,25.2,7688,1
720,27.5,7689,1
789.7,30.12,7690,1
793.4,31.1,7691,1
736.8,32.54,7692,1
628,33.32,7693,1
476.5,33.88,7694,1
294.6,33.46,7695,1
106.8,33,7696,1
12.48,17,7697,1
199,20,7698,1
387.7,24.9,7699,1
556.2,28.7,7700,1
689.2,30.5,7701,1
777.5,33,7702,1
808,34.82,7703,1
767.9,36.4,7704,1
635,36.64,7705,1
506.2,36.9,7706,1
284,35.8,7707,1
162.9,35,7708,1
5.31,31.54,7709,1
148.3,19.6,7710,1
339.9,25.16,7711,1
517.2,28.74,7712,1
657.3,30.9,7713,1
755.3,33,7714,1
791.9,35.4,7715,1
766.3,35.8,7716,1
684.3,37.3,7717,1
550.3,37.2,7718,1
381.8,37.54,7719,1
195.4,37.38,7720,1
15.39,34.96,7721,1
104.4,18,7722,1
287,20.2,7723,1
469.2,22.14,7724,1
615.4,23.18,7725,1
725.5,25.48,7726,1
778.5,27.68,7727,1
767.7,30.16,7728,1
695.9,31.2,7729,1
572.4,30.9,7730,1
419.5,30.7,7731,1
235.3,29,7732,1
49.72,26.2,7733,1
70.58,11.54,7734,1
259.5,16.3,7735,1
444.2,19.1,7736,1
599,21.9,7737,1
715.7,23.74,7738,1
773.6,26.34,7739,1
770.8,28.3,7740,1
709.7,30.04,7741,1
595.8,29.94,7742,1
437.5,30.7,7743,1
257.2,30.7,7744,1
19.59,29.56,7745,1
23.48,16.3,7746,1
265.4,18.54,7747,1
430.1,25.3,7748,1
194,27,7749,1
406.2,28.64,7750,1
660.5,28.88,7751,1
774.1,31.56,7752,1
715.1,32.82,7753,1
646.6,34.04,7754,1
536.7,34.16,7755,1
292.9,34.3,7756,1
89.4,32.6,7757,1
11.65,16.2,7758,1
209.2,19.9,7759,1
385.6,25.3,7760,1
545.2,28.92,7761,1
664.9,30.86,7762,1
734.7,32.62,7763,1
744.7,34.6,7764,1
705.4,36,7765,1
606.9,35.9,7766,1
432.4,36.7,7767,1
313,35.4,7768,1
120.4,34.42,7769,1
7.62,15.5,7770,1
188.6,19,7771,1
370.8,25.1,7772,1
532.2,28.2,7773,1
687.2,30.44,7774,1
668.2,32.4,7775,1
740.3,34,7776,1
691,34.82,7777,1
596.9,35.22,7778,1
451.6,35.6,7779,1
286.9,34.5,7780,1
100.2,33.2,7781,1
9.31,16.2,7782,1
165.2,18.44,7783,1
186.3,23.28,7784,1
449.1,26,7785,1
595,28.3,7786,1
617.5,31,7787,1
399.8,31.64,7788,1
675.8,33.16,7789,1
356.5,33.86,7790,1
511.4,32.6,7791,1
107.7,30.7,7792,1
141.1,29.64,7793,1
7.7,17,7794,1
86.7,17.66,7795,1
95.8,23.58,7796,1
337.6,24.66,7797,1
329,26.6,7798,1
777.2,30.28,7799,1
754.2,31.36,7800,1
682.7,32.54,7801,1
579.5,32.94,7802,1
460,33.2,7803,1
217.4,31.7,7804,1
59.21,30.06,7805,1
9.18,13.2,7806,1
110.6,13.7,7807,1
218.1,15.1,7808,1
420.8,18,7809,1
371,20.24,7810,1
760.3,22.9,7811,1
352,24.22,7812,1
465,25.44,7813,1
341.3,25.68,7814,1
298.2,25.7,7815,1
133.2,25.04,7816,1
32.43,23.6,7817,1
34.84,13.8,7818,1
56.98,15.3,7819,1
97.2,15.78,7820,1
150,16.92,7821,1
210.7,17.44,7822,1
112.9,17.2,7823,1
147.9,17.7,7824,1
326,18.42,7825,1
197.9,19.1,7826,1
182,19.5,7827,1
88.6,19.5,7828,1
5.76,19.7,7829,1
6.13,16.2,7830,1
84.2,16.6,7831,1
178.6,18.4,7832,1
207.8,18.4,7833,1
371.9,19.5,7834,1
380.9,20.88,7835,1
316.8,22,7836,1
693.8,22.6,7837,1
527.9,22.48,7838,1
281.1,23.2,7839,1
273,24.6,7840,1
21.56,23.2,7841,1
97.6,14.6,7842,1
278.2,17.44,7843,1
451.1,20.7,7844,1
593.1,22.34,7845,1
691.5,23.88,7846,1
732.1,25.54,7847,1
710.3,27.64,7848,1
630.4,29.7,7849,1
497.6,30.56,7850,1
332.2,30.4,7851,1
150.5,30.2,7852,1
6.13,28.88,7853,1
134.1,16.26,7854,1
320.8,21.02,7855,1
489.6,23.2,7856,1
621.6,24.22,7857,1
705.2,25.92,7858,1
724.9,27.64,7859,1
690.7,29,7860,1
590.3,29,7861,1
456.7,29.7,7862,1
283.2,28.7,7863,1
99.6,27.32,7864,1
6.86,11.22,7865,1
177,14.02,7866,1
359.6,17.2,7867,1
541.2,20,7868,1
482.9,20.58,7869,1
704.9,22.44,7870,1
704.6,23.74,7871,1
648.5,25.72,7872,1
541.5,25.9,7873,1
390.4,27,7874,1
214.1,25.44,7875,1
34.23,23.6,7876,1
59.32,14.4,7877,1
243.2,17.36,7878,1
418.2,20.98,7879,1
563.9,23.2,7880,1
664.1,23.82,7881,1
707.7,25,7882,1
692.2,25.94,7883,1
612.9,26.52,7884,1
487.8,26.68,7885,1
327.3,27.08,7886,1
150.2,26.26,7887,1
2.67,24.1,7888,1
108.9,15.4,7889,1
296,18.5,7890,1
463.6,21.48,7891,1
603.2,23.38,7892,1
677.3,25.38,7893,1
699.4,26.38,7894,1
662.2,27.3,7895,1
553,28.22,7896,1
428.5,27.92,7897,1
261.6,28.12,7898,1
73.85,27.1,7899,1
7.06,14.1,7900,1
193.2,17.08,7901,1
368.7,20.52,7902,1
521.6,23.7,7903,1
635.3,24.82,7904,1
684.2,27.08,7905,1
719.8,28.4,7906,1
631.6,28.8,7907,1
504,29.9,7908,1
255.3,29.3,7909,1
166.8,28.7,7910,1
14.46,27.1,7911,1
70.46,17.4,7912,1
187.3,20.4,7913,1
444.2,23.8,7914,1
289.3,26.4,7915,1
677.1,29.56,7916,1
534.6,30.76,7917,1
275.8,29.3,7918,1
677.9,31,7919,1
330.6,31.58,7920,1
250,30.8,7921,1
43.5,29.5,7922,1
4.41,14.9,7923,1
184.9,17.74,7924,1
364.4,23.02,7925,1
519.1,25.16,7926,1
637.8,28,7927,1
694.2,30.3,7928,1
696.3,31.5,7929,1
632.7,31.46,7930,1
531.3,32.1,7931,1
386.1,32.72,7932,1
203.5,33,7933,1
12.54,30.6,7934,1
93.5,13.78,7935,1
273.3,19.22,7936,1
438.5,23.3,7937,1
571.7,26.2,7938,1
658.1,28.46,7939,1
693.3,30.94,7940,1
663.1,31.8,7941,1
578,32.8,7942,1
443.1,33,7943,1
278.6,32,7944,1
42.1,30.1,7945,1
7.2,12.5,7946,1
